word_original	en	fr	de	ru	zh	es	ja	ko	et	fi	nl	hi	it	sym_en	sym_fr	sym_de	sym_ru	sym_zh	sym_es	sym_ja	sym_ko	sym_et	sum_fi	sum_nl	sym_hi	sym_it	claude_en	claude_fr	claude_de	claude_ru	claude_zh	claude_es	claude_ja	claude_ko	claude_et	claude_fi	claude_nl	claude_hi	claude_it
field	field	champ	Feld	поле	田	campo	畑	들판	põld	pelto	veld	मैदान	campo	['field', 'plain', 'champaign', 'acre', 'subject', 'discipline', 'study', 'subject area', 'subject field', 'field of study', 'bailiwick']	['plaine', 'champ', 'discipline', 'branche', 'domaine', 'sujet']	['Ebene', 'Acker', 'Feld', 'Anbaufläche', 'Ackergrund', 'landwirtschaftliche Nutzfläche', 'Ackerland', 'Weide', 'Esch', 'Flur', 'Weideland', 'Trade', 'Disziplin']	['равнина', 'равни́на', 'поле', 'по́ле', 'па́стбище', 'дисципли́на', 'предме́т']	['平野', '平原', '田', '英畝', '英亩', '田野', '旱田', '野外', '科目', '学科', '學科', '主题', '题目', '领域']	['llanura', 'planicie', 'llano', 'campo', 'campaña', 'llanuras', 'planada', 'plana', 'labrantío', 'sembradío', 'terreno', 'cátedra', 'campo de estudio', 'disciplina', 'materia', 'ramo', 'area de jurisdicción', 'área de estudio', 'ámbito', 'área temática', 'área', 'tema', 'estudio']	['平野', '平地', '畑', '耕地', '学科']	['평야', '평지', '밭', '학과']	['tasandik', 'põld', 'nurm', 'väli']	['tasanko', 'tasamaa', 'aukea', 'lakeus', 'pelto', 'vainio', 'laidun', 'aine', 'oppiaine', 'tutkimusalue', 'tutkimusala', 'tieteenala', 'erikoisala', 'ala']	['vlakte', 'laagvlakte', 'vlak', 'veld', 'akkerland', 'land', 'akker', 'landbouwgrond', 'wei', 'weide', 'weiland', 'discipline', 'branche', 'gebied', 'sfeer', 'domein', 'terrein']	['मैदान', 'क्षेत्र', 'खेत', 'विषय']	['pianura', 'campo', 'campagna', 'disciplina', 'materia', 'ambito', 'ramo']	['meadow', 'pasture', 'grassland', 'plain']	['terrain', 'domaine', 'pré']	['Acker', 'Wiese', 'Bereich', 'Gebiet']	['луг', 'нива', 'область']	['田地', '田野', '农田', '稻田']	['terreno', 'prado', 'área', 'ámbito']	['田んぼ', '圃場', '農場', '野原']	["밭", "평야", "농장", "초원"]	["väli", "nurm", "ala"]	["vainio", "nurmi"]	["akker", "weide", "terrein"]	["खेत", "क्षेत्र", "प्रांगण"]	["terreno", "prato", "area", "settore"]
site	site	site	Standort	сайт	网站	sitio	現場	현장	sait	paikka	site	स्थल	sito	['site', 'Web site', 'website', 'internet site', 'web site', 'locus', 'locale', 'location', 'locality', 'geographic location']	['site Web', 'site Internet', 'site web', 'site internet', 'localité', 'emplacement', 'position', 'lieu', 'position géographique', 'localisation', 'situation']	['Internetauftritt', 'Internetpräsenz', 'Webangebot', 'Netzauftritt', 'Webauftritt', 'Webpräsenz', 'Website', 'geographische Lage', 'Platz', 'Standort', 'Ort', 'Lage']	['веб-страни́ца', 'сайт', 'страни́ца интерне́та', 'веб-са́йт', 'географическое местоположение', 'ме́сто', 'положе́ние', 'местоположе́ние', 'пози́ция', 'географическое положение', 'местонахожде́ние', 'расположе́ние']	['网站', '網站', '网络站点', '地理位置', '地点', '地點', '地方', '场所', '場所', '位置']	['sitio Web', 'web', 'sitio web', 'página web', 'website', 'escena', 'vecindad', 'escenario', 'hábitat', 'suburbio', 'área', 'lugar', 'territorio', 'ambiente', 'ubicación', 'posición', 'localización geográfica']	['ウェブサイト', 'サイト', '位置', '地方', '地点', '場所', '立地']	['웹사이트', '사이트', '위치', '지점', '지리적 위치', '장소']	['veebisait', 'asukoht', 'geograafiline asend', 'ruum']	['nettisivu', 'verkkosivusto', 'sivusto', 'www-sivu', 'nettisivut', 'internet-sivut', 'sijainti', 'paikka']	['website', 'webstek', 'locatie', 'plaats', 'geografische locatie']	['जालपृष्ठ', 'वेबसाइट', 'जालस्थल', 'साइट', 'अवस्थिति']	['sito web', 'sito', 'luogo', 'posizione', 'ubicazione']	['location', 'place', 'spot', 'position']	['lieu', 'endroit', 'emplacement']	['Ort', 'Stelle', 'Platz', 'Lage']	['веб-сайт', 'веб-страница', 'ресурс']	['站点', '网页', '主页']	['lugar', 'ubicación', 'emplazamiento', 'página web']	['サイト', '場所', '位置', '工事現場']	["장소", "부지", "위치", "공사장"]	["veebileht", "asukoht"]	["sijainti", "kohta", "tontti"]	["locatie", "plek", "plaats"]	["जगह", "स्थान"]	["luogo", "posto", "ubicazione"]
dance	dance	danse	Tanz	танец	舞蹈	baile	踊り	춤	tants	tanssi	dans	नृत्य	danza	['dance', 'dancing', 'saltation', 'terpsichore']	['danse', 'danser']	['Tanz', 'Tanzen']	['танец', 'пляс', 'та́нец', 'пля́ска']	['舞蹈', '跳舞']	['danza', 'baile']	['ダンス', '踊り', '舞踊']	['춤', '댄스']	['tants']	['tanssi', 'tanssiminen']	['dans', 'dansen']	['नृत्य', 'नाच']	['danza', 'ballo', 'ballare', 'danzare']	['waltz', 'jig', 'boogie', 'ballet']	['ballet', 'chorégraphie']	['Reigen', 'Tanzveranstaltung', 'Choreografie']	['пляска', 'хореография']	['舞', '跳舞', '舞蹈表演']	['danza', 'coreografía', 'movimiento']	['ダンス', '舞踊', '舞', 'バレエ']	["무용", "댄스", "발레", "춤사위"]	["tantsimine", "tantsusamm"]	["tanhu", "tanssiaiset"]	["beweging", "choreografie", "bal"]	["नाच", "नर्तन"]	["ballo", "balletto", "coreografia"]
word	word	mot	Wort	слово	词	palabra	言葉	단어	sõna	sana	woord	शब्द	parola	['word', 'give-and-take', 'discussion']	['mot', 'propos', 'délibération']	['Wort']	['слово']	['詞', '词', '單詞', '单词', '字词']	['palabra', 'vocablo', 'intercambio', 'debate', 'discusión']	['言葉', '単語', '語']	['낱말']	['sõna']	['sana', 'keskustelu', 'ajatustenvaihto', 'mielipiteidenvaihto']	['woord']	['शब्द', 'बात']	['parola', 'termine', 'suono', 'vocabolo', 'dibattito', 'discussione']	['term', 'expression', 'vocable', 'phrase']	['terme', 'vocable', 'parole']	['Ausdruck', 'Begriff', 'Vokabel', 'Terminus']	['речь', 'выражение', 'термин']	['单词', '词语', '词汇']	['término', 'vocablo', 'expresión', 'voz']	['単語', '語句', '言語', '辞']	["낱말", "용어", "어휘", "언어"]	["väljend", "termin"]	["termi", "ilmaus"]	["term", "uitdrukking", "begrip"]	["पद", "वचन", "बोल"]	["termine", "vocabolo", "espressione"]
pair	pair	paire	Paar	пара	对	par	対	쌍	paar	pari	paar	जोड़ी	paio	['pair', 'brace', 'ordered pair']	['paire', 'couple']	['Paar', 'geordnetes Paar']	['пара', 'па́ра', 'упорядоченная пара']	['雙', '一對', '有序对', '双', '對', '对', '一对']	['par', 'par ordenado']	['一組', '順序対', '対', 'ペア', '一対']	['켤레', '순서쌍', '한쌍', '페어']	['Järjestatud paar', 'järjestatud paar', 'paar']	['järjestetty pari', 'pari']	['koppel', 'tweetal', 'paar', 'duo']	['क्रमित युग्म', 'जोड़ा']	['coppia', 'coppia ordinata', 'paio']	['couple', 'duo', 'twosome', 'dyad']	['couple', 'duo']	['Duo', 'Zweiergruppe', 'Zweiheit']	['двойка', 'чета', 'дуэт']	['双', '一对', '配对']	['pareja', 'dúo', 'dupla']	['ペア', '組', '双子', 'カップル']	["두 개", "커플", "짝", "한 쌍"]	["kaksik", "paariline"]	["pariskunta", "kaksikko"]	["koppel", "tweetal", "duo"]	["युगल", "युग्म", "द्वय"]	["coppia", "duo", "accoppiata"]
seat	seat	siège	Sitz	сиденье	座位	asiento	座席	좌석	iste	istuin	zitplaats	सीट	sedile	['seat']	['siège', 'place']	['Sitz', 'Sitzgelegenheit', 'Sitzplatz']	['сиде́нье', 'ме́сто']	['座位', '位子', '座席']	['asiento', 'escaño', 'seato']	['座位', '座席', '腰掛け', '席', 'シート']	['좌석', '자리', '시트']	['iste']	['istuin', 'istumapaikka', 'paikka']	['zetel', 'stoel', 'leunstoel', 'fauteuil', 'zitje', 'zitplaats', 'zitmeubel', 'zitting']	['सीट']	['sedile', 'seduta', 'scranno', 'posto']	['chair', 'bench', 'stool', 'perch']	['chaise', 'banc', 'fauteuil']	['Stuhl', 'Platz', 'Sitzgelegenheit', 'Sessel']	['место', 'кресло', 'стул']	['位置', '席位', '坐席']	['silla', 'banco', 'butaca', 'puesto']	['席', 'シート', '腰掛け', '椅子']	["의자", "자리", "석", "착석"]	["tool", "pink"]	["penkki", "tuoli"]	["stoel", "bank", "zetel"]	["आसन", "बैठक"]	["sedia", "posto", "seggio"]
light	light	lumière	Licht	свет	光	luz	光	빛	valgus	valo	licht	प्रकाश	luce	['light', 'light source', 'visible light', 'visible radiation', 'sill', 'window ledge', 'window', 'window sill', 'ledge-sill', 'lamp', 'cigarette lighter', 'lighter', 'pocket lighter', 'igniter', 'ignitor']	['lumière', 'source lumineuse', 'lumière visible', 'rebord', 'fenêtre', 'rebord de fenêtre', 'luminaire', 'briquet', 'lampe', 'allumeur', 'igniteur']	['Lichtquelle', 'Licht', 'Fenster', 'Fensterbank', 'Lampe', 'Feuerzeug', 'Flamme', 'Zünder']	['свет', 'Свет', 'ви́димый свет', 'иллюминатор', 'люк', 'окно', 'витрина', 'лампа', 'зажигалка']	['可見光', '光', '可见光', '窗仔門', '窗戶', '窗户', '窗仔门', '窗', '燈', '灯', '点火器', '打火机', '打火機']	['fuente luminosa', 'luz', 'luz visible', 'radiación visible', 'ventana', 'encendedor', 'lámpara', 'luminaria', 'mechero', 'yesquero', 'fuego', 'briquet']	['光', '可視光', '可視光線', '窓', 'ライター', '明かり', 'ランプ', '火']	['가시광선', '빛', '창', '창문', '라이터', '불']	['valgus', 'aken', 'lamp', 'tulemasin', 'Välgumihkel', 'välgumihkel']	['valo', 'näkyvä valo', 'näkyvä säteily', 'ikkuna', 'akkuna', 'sytytin', 'lamppu', 'tuli']	['licht', 'lichtbron', 'raam', 'venstertablet', 'venster', 'glasraam', 'vensterraam', 'raampje', 'lamp', 'aansteker', 'vuurtje']	['प्रकाश', 'खिड़की', 'लाइटर', 'ज्वालक']	['luce', 'sorgente luminosa', 'radiazione visibile', 'luce visibile', 'finestra', 'davanzale', 'bordo della finestra', 'davanzale della finestra', 'accendino', 'lampada', 'accenditore', 'macchinetta']	['illumination', 'glow', 'beam', 'ray']	['clarté', 'éclairage', 'lueur']	['Beleuchtung', 'Helligkeit', 'Schein', 'Leuchte']	['освещение', 'сияние', 'лампа']	['光线', '光芒', '亮光', '光照']	['iluminación', 'claridad', 'luminosidad', 'faro']	['明かり', '照明', '光線', 'ライト']	["광", "조명", "햇빛", "불빛"]	["valgustus", "valgusallikas"]	["valaistus", "lamppu"]	["verlichting", "lamp", "gloed"]	["रोशनी", "ज्योति", "उजाला"]	["illuminazione", "chiarore", "luminosità"]
thousand	thousand	mille	tausend	тысяча	千	mil	千	천	tuhat	tuhat	duizend	हजार	mille	['thousand', 'one thousand', 'K', 'G', 'chiliad', 'yard', 'M', 'grand', 'thou']	['mille', 'mil']	['Tausend', 'tausend']	['тысяча', 'ты́сяча']	['千']	['un mil', 'mil', 'chiliad', 'millar']	['千']	['천']	['Tuhat', 'tuhat']	['tuhat', 'K', 'G', 'M', 'jaardi', 'tuhat dollaria', 'yksi tuhat', 'tuhatluku']	['duizend', 'Chiliad', 'duizendvoud', 'chiliade', 'mille', 'duizendtal', 'gij']	['सहस्र', 'सहास', 'हज़ार']	['mille', 'migliaio', 'M']	['grand', 'millennium']	['millier']	['Jahrtausend', 'Großzahl']	['тысячка']	['仟', '千个', '千份']	['millar', 'millares']	['千個', '幾千', 'サウザンド']	["일천", "천개", "천 명"]	["tuhandik"]	["tuhannes", "tonni"]	["duizendtal", "groot aantal"]	["सहस्र", "हज़ार"]	["migliaio", "millesimo"]
north	north	nord	Norden	север	北	norte	北	북	põhi	pohjoinen	noord	उत्तर	nord	['north', 'northward', 'N', 'due north']	['nord']	['Norden']	['север', 'Север']	['北', '北方']	['norte']	['北']	['북쪽']	['põhi']	['pohjoinen', 'suoraan pohjoiseen', 'N']	['noord', 'noorden']	['उत्तर', 'उत्तर दिशा']	['nord', 'settentrione', 'mezzanotte', 'tramontana']	['boreal', 'arctic', 'septentrional']	['septentrion']	['Nord', 'Nordrichtung', 'Mitternacht']	['северный', 'норд']	['北方', '北边', '北部']	['septentrión', 'boreal', 'septentrional']	['北部', '北側', '北方', '北極']	["북쪽", "북부", "북방", "북극"]	["põhjapoolus", "põhjamaa"]	["pohjola", "pohja"]	["noorden", "noordelijk"]	["उत्तरायण", "उदीच्य"]	["settentrione", "tramontana", "borea"]
machine	machine	machine	Maschine	машина	机器	máquina	機械	기계	masin	kone	machine	मशीन	macchina	['machine', 'car', 'automobile', 'auto', 'motorcar', 'motor car', 'device']	['voiture', 'bagnole', 'automobile', 'auto', 'char', 'dispositif', 'appareil', 'système', 'mécanisme']	['Auto', 'Wagen', 'Automobil', 'Pkw', 'Personenwagen', 'Kraftfahrzeug', 'PKW', 'Personenkraftwagen', 'Kraftwagen', 'Maschine', 'Einrichtung', 'Einheit', 'Baustein', 'Instrument', 'Hilfsmittel', 'Vorrichtung', 'Apparat', 'Gerät']	['автомобиль', 'маши́на', 'мото́р', 'авто́', 'та́чка', 'автомоби́ль', 'автомаши́на', 'прибо́р', 'дева́йс', 'приспособле́ние', 'аппара́т', 'механи́зм', 'устро́йство', 'га́джет']	['汽车', '車', '车', '汽車', '机动车', '機動車', '裝置', '装置', '发明物']	['carro', 'coche', 'automóvil', 'auto', 'vehículo', 'máquina', 'turismo', 'aparato', 'dispositivo', 'mecanismo', 'aparejo']	['自動車', '車', '四輪車', '乗用車', 'デバイス', '装置']	['자동차', '사륜차', '승용차', '차', '승용자동차', '장치', '디바이스']	['auto', 'automobiil', 'masin', 'seade', 'aparaat']	['auto', 'henkilöauto', 'automobiili', 'moottoriajoneuvo', 'ajoneuvo', 'kone', 'laite']	['auto', 'automobiel', 'kar', 'wagen', 'motorrijtuig', 'toestel', 'apparaat']	['गाड़ी', 'कार', 'मोटरकार', 'ऑटोमोबाइल', 'मोटर', 'मोटरवाहन', 'मोटर-गाड़ी', 'मोटरगाड़ी', 'वाहन', 'गैजेट', 'यंत्र', 'युक्ति']	['autoveicolo', 'auto', 'autovettura', 'automobile', 'macchina', 'vettura', 'apparecchio', 'periferica', 'dispositivo', 'congegno', 'arnese']	['apparatus', 'device', 'mechanism', 'contraption']	['appareil', 'engin', 'mécanisme']	['Gerät', 'Apparat', 'Vorrichtung', 'Automat']	['механизм', 'аппарат', 'устройство']	['设备', '仪器', '装置']	['aparato', 'dispositivo', 'mecanismo', 'artefacto']	['装置', '器械', 'マシン', '機器']	["장치", "기구", "설비", "자동차"]	["seade", "aparaat", "mehhanism"]	["laite", "koje", "vehje"]	["apparaat", "toestel", "mechanisme"]	["यंत्र", "उपकरण"]	["apparecchio", "congegno", "dispositivo"]
time	time	temps	Zeit	время	时间	tiempo	時間	시간	aeg	aika	tijd	समय	tempo	['time', 'tense', 'grammatical tense']	['temps', 'temps grammatical']	['Zeit', 'Zeitform', 'Tempus']	['время']	['時間', '时间', '时态']	['tiempo', 'tiempo gramatical']	['時間', '時制']	['시간', '시제']	['aeg']	['aika', 'aikamuoto', 'tempus']	['tijd', 'werkwoordstijd']	['काल', 'समय', 'व्याकरणिक काल']	['tempo', 'data']	['period', 'era', 'age', 'epoch']	['durée', 'période', 'époque']	['Uhrzeit', 'Zeitpunkt', 'Epoche', 'Ära']	['пора', 'период', 'эпоха']	['时候', '时刻', '时光']	['hora', 'momento', 'época', 'era', 'duración']	['時刻', '期間', '時代', '暇']	["때", "시각", "시기", "기간"]	["ajajärk", "ajastu"]	["aikakausi", "hetki"]	["periode", "tijdperk", "moment"]	["काल", "वक्त", "वेला"]	["ora", "periodo", "epoca", "stagione"]
friend	friend	ami	Freund	друг	朋友	amigo	友達	친구	sõber	ystävä	vriend	दोस्त	amico	['friend', 'camaraderie', 'comradeship', 'comradery', 'chumminess', 'comradeliness', 'friendship', 'friendly relationship']	['camaraderie', 'amitié', 'ami', 'amie']	['Kameradschaft', 'Freundschaft', 'Freund', 'Freundin']	['дружба']	['友情', '友爱', '友谊', '朋友', '友人']	['camaradería', 'amistad', 'relación amistosa', 'amigo', 'amiga', 'camarada']	['友情', '交際', '友達', '友人']	['우정']	['sõprus']	['ystävyys', 'ystävyyssuhde', 'ystävä']	['kameraadschap', 'vriendschap', 'vriendschapsband', 'vriendschappelijkheid', 'vriendschapsbanden', 'maat', 'gabber', 'vriend', 'compagnon', 'makker', 'kameraad', 'amice', 'vriendin', 'gezel', 'vrind', 'kornuit', 'deelgenoot', 'kompaan']	['मित्रता']	['cameratismo', 'amicizia', 'amistà', 'amico']	['companion', 'ally', 'comrade', 'buddy']	['copain', 'camarade', 'pote']	['Kumpel', 'Kamerad', 'Gefährte', 'Vertrauter']	['приятель', 'товарищ', 'знакомый']	['伙伴', '好友', '挚友', '友人']	['compañero', 'camarada', 'aliado', 'confidente']	['友人', '仲間', '親友', '知人']	["벗", "동무", "우정", "동료"]	["kaaslane", "semu"]	["kaveri", "toveri"]	["kameraad", "makker", "maat"]	["मित्र", "सखा", "बंधु"]	["compagno", "alleato", "confidente"]
color	color	couleur	Farbe	цвет	颜色	color	色	색깔	värv	väri	kleur	रंग	colore	['color', 'black', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors']	['noir', 'couleur', 'teinte', 'teint']	['Farbe', 'Schwarz', 'Teint', 'Gesichtsfarbe']	['чёрный', 'цвет']	['黑色', '颜色', '顏色', '烏黑色', '色', '乌', '乌黑色', '烏', '詳細顏色列表']	['negra', 'tez', 'negro', 'coloración', 'colorido']	['黒', '色', 'くろ', 'ワインの色']	['검정', '검은색', '색깔', '색']	['must', 'värv', 'värvus', 'Värvuste loendid']	['väri', 'musta', 'väritys']	['gelaatskleur', 'teint', 'zwart', 'kleur', 'kleurtje']	['रंग', 'काला']	['colore', 'carnagione', 'nero', 'colorazione']	['hue', 'shade', 'tint', 'pigment']	['teinte', 'nuance', 'ton']	['Farbton', 'Kolorit', 'Tönung', 'Pigment']	['окраска', 'тон', 'оттенок']	['色彩', '色调', '色泽']	['tono', 'matiz', 'tinte', 'pigmento']	['色彩', '色調', '色合い', 'カラー']	["색상", "빛깔", "색조", "채색"]	["toon", "värvus"]	["sävy", "väritys"]	["tint", "nuance", "schakering"]	["वर्ण", "रंगत", "छटा"]	["tinta", "tonalità", "colorazione", "nuance"]
judge	judge	juge	Richter	судья	法官	juez	裁判官	판사	kohtunik	tuomari	rechter	न्यायाधीश	giudice	['judge', 'jurist', 'justice']	['juge']	['Richter']	['судья']	['法官', '推事', '裁判官']	['jueza', 'juez', 'magistrado', 'togado', 'árbitro']	['裁判官']	['판사', '법관']	['kohtunik']	['tuomari', 'juristi', 'lakimies']	['rechter', 'kenner', 'scheidsrechter']	['न्यायाधीश', 'न्यायधीश']	['giùdice', 'giudice', 'pretore', 'magistrato']	['magistrate', 'justice', 'adjudicator', 'arbitrator']	['magistrat', 'arbitre']	['Urteilender', 'Schiedsrichter', 'Jurist']	['арбитр', 'рефери', 'эксперт']	['法庭', '审判官', '裁判']	['magistrado', 'árbitro', 'juzgador']	['判事', '審判', '判断者', '鑑定者']	["심판", "재판관", "법관", "판결"]	["kohtumõistja", "õigusemõistja"]	["valamies", "arvostelija"]	["magistraat", "jurist", "beoordelaar"]	["न्यायमूर्ति", "विचारक"]	["magistrato", "arbitro", "esperto"]
school	school	école	Schule	школа	学校	escuela	学校	학교	kool	koulu	school	स्कूल	scuola	['school', 'university', 'academy', 'faculty', 'staff', 'honorary society']	['académie', 'université', 'école', 'collège', 'faculté', 'U.F.R.', 'U.E.R.', 'composante', 'personnel', 'univ', 'fac']	['Uni', 'Universität', 'Akademie', 'Schule', 'Fakultät', 'Hochschule']	['университет', 'школа', 'шко́ла', 'учи́лище', 'факультет', 'факульте́т', 'отделе́ние', 'академия', 'акаде́мия', 'университе́т']	['大學', '大学', '学堂', '学校', '學堂', '學校', '系', '學院', '學會', '學術院', '学会', '研究院']	['universidad', 'academia', 'escuela', 'colegio', 'centro docente', 'instituto', 'facultad', 'facultad universitaria', 'claustro']	['大学', '学校', '学び舎', '学部', '翰林院', 'アカデミー', '学会', '大学校']	['대학교', '학교', '학부', '학과', '아카데미', '학회', '대학']	['ülikool', 'kool', 'teaduskond', 'akadeemia']	['yliopisto', 'koulu', 'tiedekunta', 'henkilökunta', 'akatemia', 'tiedeakatemia', 'taideakatemia']	['universiteit', 'academie', 'faculteit', 'genootschap', 'maatschappij', 'college', 'unief', 'universitair']	['विश्वविद्यालय', 'विद्यालय', 'स्कूल', 'पाठशाला', 'मद्रसा', 'संकाय', 'फैकल्टी', 'अकादमी', 'कालिज', 'वीद्यापीठ', 'जामिया', 'यूनिवर्सिटी', 'महाविद्यालय', 'विश्वविद्यानिलय', 'विद्यापीठ']	['università', 'accademia', 'scuola', 'istituto', 'facoltà', 'facoltà universitaria', 'collegio dei professori', 'corpo', 'corpo insegnante', 'collegio', 'academia', 'ateneo', 'politecnico']	['academy', 'institution', 'college', 'university']	['établissement', 'institution', 'académie']	['Lehranstalt', 'Bildungseinrichtung', 'Gymnasium']	['училище', 'гимназия', 'лицей']	['学院', '校园', '学堂']	['colegio', 'instituto', 'academia', 'centro educativo']	['校舎', '学院', '学園', '教育機関']	["교육", "학원", "학당", "교실"]	["õppeasutus", "koolimaja"]	["oppilaitos", "opinahjo"]	["onderwijsinstelling", "opleiding", "academie"]	["विद्यालय", "पाठशाला", "मकतब"]	["istituto", "accademia", "collegio"]
structure	structure	structure	Struktur	структура	结构	estructura	構造	구조	struktuur	rakenne	structuur	संरचना	struttura	['structure', 'model', 'construction']	['modèle', 'schéma', 'construction']	['Modell', 'Struktur']	['модель', 'структу́ра', 'структура']	['結構', '结构', '组织']	['modelo', 'maqueta', 'estructura', 'construcción']	['構造', '構成']	['구조', '구성']	['mudel', 'struktuur']	['malli', 'rakenne', 'rakennelma']	['model', 'structuur', 'bouwwerk']	['संरचना']	['modello', 'struttura', 'costruzione']	['building', 'edifice', 'construction', 'framework']	['charpente', 'ossature', 'composition']	['Aufbau', 'Gefüge', 'Gliederung', 'Konstruktion']	['строение', 'конструкция', 'устройство']	['构造', '架构', '框架']	['construcción', 'edificación', 'organización', 'sistema']	['建造物', '組織', '体制', '骨組み']	["체계", "조직", "건물", "건축물"]	["ehitus", "ülesehitus"]	["rakennelma", "konstruktio"]	["opbouw", "samenstelling", "constructie"]	["ढांचा", "बनावट"]	["costruzione", "edificio", "impalcatura"]
tie	tie	cravate	Krawatte	галстук	领带	corbata	ネクタイ	넥타이	lips	solmio	stropdas	टाई	cravatta	['tie', 'necktie']	['cravate', 'match nul']	['Krawatte', 'Schlips', 'Unentschieden']	['галстук', 'га́лстук', 'Галстук', 'ничья']	['領帶', '领带', '平局', '平分']	['corbata', 'empate']	['ネクタイ', '引き分け']	['넥타이', '갈쓰뚝', '무승부']	['lips', 'Viik', 'viik']	['solmio', 'kravatti', 'Solmio', 'Tasatilanne', 'tasapeli']	['stropdas', 'das', 'strop', 'gelijkspel']	['नेकटाई', 'टाई']	['cravatta', 'pareggio']	['knot', 'bond', 'link', 'connection']	['nœud']	['Schlips', 'Binder', 'Halsbinde']	['бабочка', 'шейный платок']	['领结', '领巾']	['lazo', 'nudo', 'empate']	['タイ', '縛り', '結び', '引き分け']	["타이", "매듭", "결속", "연결"]	["kaelaside", "sõlm"]	["kravatti", "rusetti"]	["das", "sjaal"]	["गट्ठा", "बंधन"]	["nodo", "legame", "vincolo"]
face	face	visage	Gesicht	лицо	脸	cara	顔	얼굴	nägu	kasvot	gezicht	चेहरा	faccia	['face', 'human face', 'air', 'appearance', 'manner', 'demeanor', 'look', 'expression', 'mien', 'bearing', 'demeanour', 'facial expression', 'aspect']	['figure', 'visage', 'allure', 'air', 'expression']	['Visage', 'Angesicht', 'Antlitz', 'Gesicht', 'Mine', 'Gebaren', 'Gesichtsausdruck', 'Ausdruck', 'Miene']	['лицо', 'обли́чье', 'лик', 'лицо́', 'физионо́мия', 'выражение']	['臉', '脸', '面', '面孔', '人类的脸', '颜']	['rostro', 'cara', 'jeta', 'faz', 'rostro humano', 'expresión', 'aspecto', 'apariencia', 'estampa']	['顔', '面', '表情']	['얼굴']	['nägu', 'Nägu']	['naama', 'kasvot', 'pärstä', 'olemus', 'ilme', 'näköinen']	['tronie', 'smoel', 'aangezicht', 'gelaat', 'gezicht', 'snoet', 'fieselefacie', 'bakkes', 'porem', 'snufferd', 'ponem', 'facie', 'snuit', 'smoelwerk', 'fieselemie', 'aanschijn', 'toetje', 'postzegel', 'toet', 'houding', 'uiterlijk', 'voorkomen', 'air', 'uitdrukking', 'manieren', 'gelaatsuitdrukking', 'gezichtsuitdrukking', 'expressie']	['चेहरा', 'मुखड़ा', 'मुख']	['viso', 'faccia', 'volto', 'aria', 'espressione', 'espressione facciale', 'sguardo', 'fisonomia', 'fisionomia', 'aspetto', 'guardo']	['visage', 'countenance', 'mug', 'facade']	['figure', 'mine', 'physionomie']	['Antlitz', 'Miene', 'Visage', 'Fratze']	['физиономия', 'мордашка', 'облик']	['面孔', '脸蛋', '面容']	['rostro', 'semblante', 'faz', 'expresión']	['面', '表情', '面目', '顔面']	["안면", "용모", "표정", "외모"]	["pale", "ilme"]	["naama", "ilme"]	["gelaat", "aangezicht", "uiterlijk"]	["मुख", "वदन", "मुखड़ा"]	["viso", "volto", "espressione"]
bridge	bridge	pont	Brücke	мост	桥	puente	橋	다리	sild	silta	brug	पुल	ponte	['bridge', 'span', 'list of Roman bridges']	['pont', 'liste de ponts romains', 'passerelle']	['Brücke', 'Liste römischer Brücken']	['мост']	['橋', '桥', '桥梁']	['puente', 'bóveda']	['はし', '橋']	['다리', '교량']	['sild']	['silta']	['brug', 'lijst van Romeinse bruggen']	['सेतु']	['ponte', 'ponti romani']	['span', 'crossing', 'viaduct', 'overpass']	['viaduc', 'passerelle']	['Übergang', 'Steg', 'Verbindung']	['мостик', 'переправа']	['桥梁', '桥墩', '桥面']	['viaducto', 'pasarela', 'conexión']	['橋梁', '架け橋', '橋渡し', 'ブリッジ']	["교량", "교각", "연결", "가교"]	["sillake", "ühendus"]	["ylitys", "sillankaari"]	["overbrugging", "verbinding", "viaduct"]	["सेतु", "पुलिया"]	["viadotto", "passerella", "collegamento"]
