en,de,en_tok,de_tok,en_to_de_prob,de_to_en_prob
▁nature,▁Natur,4460,22242,0.683,0.6543
▁near,▁nahe,3018,64650,0.1445,0.625
▁necessary,▁notwendig,4647,88689,0.2161,0.6445
▁neck,▁Hals,8935,80476,0.6455,0.628
▁needle,▁Nadel,28767,201692,0.3447,0.4683
▁needs,▁braucht,4026,70995,0.1893,0.653
▁negotiations,▁Verhandlungen,30566,211940,0.2983,0.3687
▁neighbor,▁Nachbar,11874,173845,0.3088,0.358
▁neighbors,▁Nachbarn,27574,207210,0.5054,0.527
▁neither,▁weder,12687,56032,0.1334,0.656
▁nervous,▁nerv,21677,15452,0.4797,0.1838
▁network,▁Netz,6011,51392,0.2035,0.2805
▁never,▁nie,2447,4661,0.806,0.7593
▁new,▁neu,888,7199,0.787,0.3164
▁news,▁Nachrichten,3905,86590,0.2703,0.5757
▁newspaper,▁Zeitung,20650,76021,0.705,0.7285
▁night,▁Nacht,3354,47699,0.719,0.869
▁nine,▁neun,9981,130938,0.834,0.9316
▁no,▁nein,793,122946,0.3665,0.8525
▁none,▁keine,8031,15309,0.10645,0.377
▁noon,▁Mittag,30532,146500,0.792,0.3452
▁north,▁nord,7923,21541,0.2976,0.8647
▁nose,▁Nase,16482,126225,0.646,0.782
▁not,▁nicht,780,3561,0.792,0.6636
▁notes,▁Noten,8467,158671,0.3157,0.5854
▁nothing,▁nichts,4285,26881,0.5635,0.7573
▁now,▁jetzt,1490,22634,0.6123,0.8467
▁nuclear,▁nuk,14746,92701,0.376,0.11536
▁number,▁Zahl,1758,50319,0.2964,0.755
▁numbers,▁Zahlen,5968,100411,0.649,0.7217
▁nut,▁Nuss,16621,186728,0.632,0.5386
▁object,▁Objekt,4018,138395,0.6177,0.715
▁objects,▁Objekte,9113,149772,0.3862,0.692
▁observation,▁Beobachtung,17789,197363,0.5586,0.681
▁observations,▁Beobachtungen,16288,205656,0.564,0.7637
▁observed,▁beobachtet,8674,153589,0.2036,0.592
▁observer,▁Beobach,34785,96907,0.4575,0.151
▁obviously,▁offensichtlich,15413,211550,0.1484,0.4438
▁occasion,▁Anlass,9659,183873,0.2438,0.579
▁occasionally,▁geleg,24654,177671,0.236,0.2678
▁offers,▁bietet,6952,38109,0.3228,0.6787
▁office,▁Büro,4844,115914,0.3003,0.821
▁officially,▁offiziell,26184,232754,0.4653,0.783
▁often,▁oft,3695,27070,0.6636,0.8223
▁oil,▁Öl,4684,74278,0.6265,0.8433
▁old,▁alt,2187,7912,0.6484,0.8535
▁olive,▁Oliven,21361,150442,0.573,0.4949
▁on,▁auf,611,2736,0.3142,0.2974
▁once,▁einmal,3631,29094,0.6367,0.7603
▁one,▁eins,974,33143,0.6426,0.853
▁onion,▁Zwiebel,28638,199360,0.5034,0.558
▁only,▁nur,1297,6029,0.4937,0.727
▁open,▁offen,2174,47173,0.6704,0.845
▁opens,▁öffnet,20008,200749,0.2568,0.703
▁opera,▁Oper,26294,7623,0.5806,0.542
▁operated,▁betrieben,21144,205373,0.09045,0.2301
▁opinion,▁Meinung,7837,70802,0.642,0.7954
▁opposite,▁gegenüber,13388,52056,0.1426,0.3735
▁optics,▁Optik,71917,205459,0.57,0.298
▁options,▁Optionen,4561,128918,0.688,0.691
▁or,▁oder,689,4954,0.736,0.844
▁orchestra,▁Orchester,49428,192926,0.4268,0.594
▁orders,▁Befe,10840,112325,0.4895,0.1292
▁organ,▁Orgel,2359,145546,0.3262,0.7915
▁organization,▁Organisation,8344,38472,0.416,0.258
▁organizations,▁Organisationen,12140,211077,0.334,0.3525
▁organize,▁organis,35119,14174,0.5986,0.302
▁organized,▁organisiert,16010,178624,0.4438,0.5425
▁origin,▁Ursprung,5467,183595,0.4504,0.609
▁originally,▁ursprünglich,12080,156330,0.3882,0.582
▁other,▁andere,1156,15080,0.2125,0.6846
▁otherwise,▁sonst,8481,58488,0.2231,0.6265
▁our,▁unser,1167,12752,0.5312,0.604
▁out,▁aus,921,2918,0.204,0.3162
▁oven,▁Ofen,18403,176595,0.744,0.7275
▁over,▁über,1163,5149,0.6265,0.4558
▁overview,▁Übersicht,23330,103291,0.1764,0.6655
▁own,▁eigen,1997,15541,0.1654,0.6895
▁owner,▁Besitzer,8482,183999,0.1671,0.699
▁owns,▁besitzt,33241,123859,0.219,0.4773
▁oxygen,▁Sauerstoff,16175,207721,0.651,0.7275
▁package,▁Paket,9262,114172,0.5684,0.587
▁packaging,▁Verpackung,19102,196697,0.1177,0.3105
▁page,▁Seite,2602,25156,0.6245,0.795
▁pages,▁Seiten,7297,37966,0.6006,0.8
▁pain,▁Schmerz,4380,130434,0.3953,0.8193
▁painter,▁Maler,38942,114872,0.4583,0.767
▁pair,▁Paar,8537,112003,0.809,0.639
▁paper,▁Papier,4368,80456,0.5405,0.775
▁paragraph,▁Absatz,16957,180213,0.12494,0.2815
▁parents,▁Eltern,6424,52314,0.921,0.8525
▁parliament,▁Parlament,28191,121685,0.3997,0.441
▁part,▁Teil,1702,20969,0.3079,0.8096
▁participants,▁Teilnehmer,12612,82050,0.7456,0.4124
▁participate,▁teilnehmen,17173,199638,0.521,0.3186
▁parties,▁Parteien,8600,155294,0.104,0.73
▁partly,▁teilweise,23313,105968,0.545,0.4043
▁parts,▁Teile,4942,82810,0.827,0.5537
▁party,▁Partei,4591,110848,0.1251,0.799
▁passion,▁Leidenschaft,11828,172949,0.2417,0.527
▁password,▁Passwort,8003,133269,0.1558,0.5117
▁patients,▁Patienten,6022,63919,0.6006,0.815
▁pattern,▁Muster,6883,110610,0.7505,0.1511
▁payment,▁Zahlung,7984,109076,0.1315,0.791
▁peace,▁Frieden,7124,101744,0.5884,0.8394
▁peak,▁Gipfel,14538,193244,0.4321,0.3154
▁penalty,▁Strafe,20749,186629,0.1975,0.2642
▁people,▁Menschen,1461,20339,0.4973,0.7754
▁pepper,▁Pfeffer,17682,112288,0.8438,0.537
▁per,▁pro,842,656,0.8896,0.352
▁percent,▁Prozent,5243,52704,0.3777,0.6445
▁perception,▁Wahrnehmung,20908,229956,0.4766,0.626
▁perfect,▁perfekt,4434,67238,0.535,0.674
▁performance,▁Aufführung,4665,231340,0.0939,0.623
▁period,▁Periode,4037,186304,0.4397,0.5386
▁personality,▁Persönlichkeit,18347,203833,0.2062,0.712
▁personally,▁persönlich,17267,113518,0.3037,0.8164
▁pharmacy,▁Apothe,53664,112504,0.8657,0.5386
▁philosophy,▁Philosophie,19754,102761,0.7246,0.5625
▁phone,▁Telefon,5248,58414,0.535,0.4678
▁photographer,▁Fotograf,36485,196038,0.441,0.7026
▁photography,▁Fotografie,14203,201782,0.4048,0.2551
▁physical,▁physis,6915,197510,0.4832,0.3835
▁physics,▁Physik,23099,135082,0.7754,0.569
▁piano,▁Klavier,16748,142571,0.4185,0.563
▁picture,▁Bild,5642,25922,0.69,0.556
▁pictures,▁Bilder,7721,29008,0.84,0.575
▁piece,▁Stück,6431,54344,0.6074,0.69
▁pieces,▁Stücke,9308,141263,0.4028,0.591
▁pig,▁Schwe,12806,26716,0.4207,0.2563
▁pioneer,▁Pion,48993,171903,0.33,0.1785
▁places,▁Orte,6853,110801,0.6367,0.3796
▁plain,▁Ebene,7528,89319,0.2532,0.4666
▁plane,▁Flugzeug,10599,194096,0.4043,0.4668
▁planets,▁Planeten,44797,234749,0.6074,0.6006
▁planned,▁geplant,14196,103644,0.6816,0.746
▁plans,▁Pläne,7362,202859,0.292,0.8076
▁plant,▁Pflanze,4829,174684,0.6,0.769
▁plants,▁Pflanzen,7652,71845,0.2217,0.653
▁plastic,▁Plastik,9975,145177,0.2637,0.6904
▁plate,▁Teller,8811,120742,0.322,0.311
▁play,▁spielen,1554,63859,0.7593,0.5337
▁played,▁spielte,6991,151741,0.2522,0.6543
▁player,▁Spieler,5398,73117,0.546,0.737
▁plays,▁spielt,12258,84392,0.3184,0.6177
▁please,▁bitte,3743,48273,0.776,0.8394
▁poem,▁Gedicht,19592,195991,0.635,0.7466
▁poems,▁Gedichte,29632,191143,0.7144,0.702
▁poet,▁Dichter,12600,109565,0.4038,0.7607
▁point,▁Punkt,2377,73988,0.5806,0.7256
▁points,▁Punkte,3782,77669,0.82,0.7246
▁police,▁Polizei,5877,83169,0.3665,0.6333
▁politician,▁Politiker,43504,78408,0.705,0.766
▁politics,▁Politik,16127,63756,0.7715,0.6577
▁pond,▁Teich,25178,188368,0.6177,0.399
▁poor,▁arm,6528,7762,0.516,0.4438
▁popular,▁beliebt,5876,203963,0.11523,0.6553
▁population,▁Bev,6280,66306,0.2502,0.1824
▁port,▁Hafen,3530,128874,0.2783,0.385
▁positive,▁positiv,6222,80908,0.514,0.7
▁possibilities,▁Möglichkeiten,23166,78839,0.6177,0.4263
▁possibility,▁Möglichkeit,13879,53001,0.2325,0.502
▁possible,▁möglich,3077,26627,0.302,0.6045
▁pot,▁Topf,2688,212510,0.11676,0.6
▁potato,▁Kartoff,28251,139850,0.8457,0.765
▁potatoes,▁Kartoffeln,25741,226186,0.601,0.707
▁potential,▁potenti,5736,41435,0.3044,0.3845
▁pottery,▁Keramik,54414,205591,0.1659,0.29
▁pound,▁Pfund,23106,218472,0.945,0.702
▁powder,▁Pulver,13196,153277,0.671,0.467
▁power,▁Kraft,2384,37333,0.601,0.513
▁praise,▁Lob,23030,45372,0.574,0.326
▁prayer,▁Gebet,17889,205224,0.2703,0.827
▁preferred,▁bevorzug,16841,163508,0.1038,0.196
▁pregnancy,▁Schwangerschaft,22310,208421,0.3472,0.821
▁preparation,▁Vorbereitung,12988,149111,0.2756,0.692
▁prerequisite,▁Voraussetzung,94471,194141,0.1533,0.2573
▁presentation,▁Präsentation,14446,213159,0.1752,0.6553
▁president,▁Präsident,9456,93048,0.605,0.4834
▁press,▁Presse,3379,65667,0.1714,0.656
▁price,▁Preis,3712,38060,0.7026,0.8613
▁prices,▁Preise,7501,79201,0.8633,0.85
▁pride,▁Stolz,18565,195352,0.3271,0.444
▁priest,▁Priester,27708,156306,0.331,0.6743
▁prince,▁Prinz,24442,149605,0.2463,0.625
▁principle,▁Prinzip,12854,118010,0.4321,0.7573
▁printer,▁Drucker,25722,156672,0.84,0.594
▁prison,▁Gefäng,10805,197237,0.2266,0.532
▁private,▁priv,4765,5834,0.471,0.8213
▁privilege,▁Privile,30217,87657,0.38,0.3035
▁probably,▁wahrscheinlich,4485,85282,0.3057,0.708
▁problems,▁Probleme,4552,61981,0.911,0.641
▁process,▁Vorgang,2185,227760,0.2615,0.265
▁processes,▁Prozesse,9756,174633,0.22,0.565
▁produce,▁produz,7872,68291,0.4866,0.6055
▁produces,▁produziert,20995,186178,0.4602,0.58
▁product,▁Produkt,3225,43615,0.4912,0.789
▁production,▁Produktion,4584,94694,0.5728,0.705
▁products,▁Produkte,3773,53867,0.592,0.727
▁profession,▁Beruf,4491,65638,0.3162,0.3115
▁profile,▁Profil,8959,48598,0.731,0.703
▁profit,▁Gewinn,12610,131167,0.535,0.561
▁program,▁Programm,2733,67816,0.4404,0.6562
▁progress,▁Fortsch,7695,131985,0.791,0.2102
▁project,▁Projekt,3542,50507,0.6543,0.7427
▁projects,▁Projekte,7340,115185,0.8384,0.688
▁proof,▁Beweis,9102,127428,0.2313,0.779
▁property,▁Eigentum,4227,234986,0.1465,0.544
▁proposal,▁Vorschlag,17017,203167,0.2498,0.3914
▁protect,▁schützen,9051,98622,0.4949,0.4492
▁protection,▁Schutz,6919,52621,0.6265,0.5273
▁proud,▁stolz,11782,166869,0.2375,0.6885
▁psychology,▁Psychologie,33154,202838,0.701,0.5786
▁publisher,▁Verlag,30572,41030,0.42,0.3667
▁pulse,▁Puls,22787,144528,0.2786,0.5083
▁purpose,▁Zweck,6187,94086,0.443,0.5396
▁qualified,▁qualif,19767,213109,0.3555,0.4758
▁quality,▁Qualität,3614,63126,0.506,0.81
▁quarter,▁Viertel,9453,143442,0.4355,0.7397
▁queen,▁Königin,19295,167717,0.689,0.603
▁question,▁Frage,2872,34245,0.888,0.8115
▁questions,▁Fragen,3920,39559,0.7334,0.6743
▁quiet,▁ruhig,11067,132697,0.2688,0.4243
▁rain,▁Regen,8980,78715,0.734,0.9233
▁rank,▁Rang,8878,64086,0.7915,0.738
▁rarely,▁selten,21159,77089,0.3748,0.296
▁rather,▁eher,4644,56470,0.2401,0.5273
▁ratio,▁Verhältnis,9537,121456,0.2136,0.5903
▁raw,▁roh,10744,125365,0.11975,0.8027
▁ray,▁Strahl,13120,224299,0.1106,0.3413
▁reach,▁erreichen,6378,64427,0.2864,0.5366
▁reached,▁erreichte,8951,201949,0.4233,0.553
▁react,▁reagieren,18391,209466,0.4216,0.4685
▁reaction,▁Reaktion,9541,140593,0.8145,0.72
▁read,▁lesen,1682,12376,0.7896,0.685
▁reader,▁Leser,11554,108094,0.4072,0.767
▁reads,▁liest,21031,195280,0.492,0.6265
▁reality,▁Wirklichkeit,10546,155648,0.438,0.629
▁really,▁wirklich,2277,37282,0.547,0.747
▁reasons,▁Gründe,8121,122407,0.595,0.5054
▁reception,▁Empfang,21035,195990,0.12103,0.5957
▁recipe,▁Rezept,14758,131983,0.385,0.8013
▁recipes,▁Rezepte,24778,229946,0.691,0.7017
▁recognition,▁Anerkennung,16398,176920,0.172,0.4688
▁recognize,▁erkennen,17917,68017,0.3442,0.2676
▁recognized,▁anerkannt,14712,214507,0.2515,0.4536
▁recommend,▁empfehlen,5656,77588,0.4292,0.746
▁recommendation,▁Empfehlung,26276,200705,0.4011,0.8286
▁recommended,▁empfohlen,10064,153718,0.2874,0.7974
▁red,▁rot,3118,7280,0.767,0.8594
▁reduce,▁reduzieren,8339,187422,0.3086,0.699
▁reduced,▁reduziert,9673,167407,0.0948,0.699
▁refined,▁raffin,40598,116244,0.1141,0.1242
▁refugee,▁Flücht,66088,162946,0.743,0.4758
▁regions,▁Regionen,12955,183822,0.4773,0.7207
▁regularly,▁regelmäßig,16969,107761,0.408,0.58
▁regulation,▁Verordnung,19084,197050,0.1721,0.2407
▁relationship,▁Beziehung,6843,87559,0.3726,0.6543
▁relatively,▁relativ,11873,50953,0.409,0.3835
▁relatives,▁Verwand,22631,125602,0.3562,0.2861
▁reliable,▁zuverläs,16455,142982,0.1759,0.4321
▁remained,▁blieb,13484,92402,0.2559,0.3557
▁remains,▁Reste,9168,217782,0.1843,0.3342
▁remarks,▁Bemerkungen,24078,228315,0.3547,0.3723
▁remember,▁erinnern,5434,142811,0.0943,0.5024
▁remove,▁entfernen,6504,116609,0.3599,0.562
▁removed,▁entfernt,8701,64530,0.3074,0.3857
▁repair,▁repar,12158,30940,0.822,0.661
▁replace,▁ersetzen,7919,186308,0.4724,0.562
▁replacement,▁Ersatz,15740,103466,0.5835,0.3645
▁report,▁Bericht,3484,88554,0.67,0.6436
▁representative,▁Vertreter,17101,141985,0.2634,0.3687
▁request,▁Anfrage,3853,109096,0.1947,0.3594
▁research,▁Forschung,3679,88836,0.2328,0.706
▁researchers,▁Forscher,20010,204575,0.7246,0.464
▁resistance,▁Widerstand,10942,141810,0.6797,0.6895
▁resort,▁Kur,17602,18321,0.09534,0.02547
▁resource,▁Ressource,6537,102652,0.1615,0.5923
▁resources,▁Ressourcen,6336,155863,0.2742,0.7407
▁responsibility,▁Verantwortung,11752,136904,0.4595,0.679
▁responsible,▁verantwortlich,9546,139471,0.1984,0.783
▁result,▁Ergebnis,2196,77657,0.3435,0.6885
▁results,▁Ergebnisse,3190,55059,0.738,0.6074
▁revenge,▁Rache,40170,162108,0.6436,0.516
▁rice,▁Reis,12463,61290,0.789,0.725
▁rich,▁reich,7277,74220,0.483,0.541
▁right,▁rechts,1833,52345,0.5776,0.7744
▁risk,▁Risiko,5685,108106,0.785,0.7627
▁risks,▁Risiken,17377,211357,0.5366,0.7524
▁river,▁Fluss,8540,152740,0.453,0.7866
▁rock,▁Fels,7095,134453,0.2715,0.519
▁roof,▁Dach,11306,65432,0.4492,0.8013
▁room,▁Zimmer,2965,36368,0.8926,0.874
▁root,▁Wurzel,6880,115141,0.5137,0.742
▁roots,▁Wurzeln,16667,198621,0.3547,0.748
▁rope,▁Seil,26378,219004,0.1858,0.6353
▁roses,▁Rosen,28391,27940,0.7134,0.4263
▁rough,▁rau,12001,72881,0.306,0.1989
▁round,▁rund,5094,26897,0.0898,0.3662
▁row,▁Reihe,2172,65086,0.6743,0.6357
▁rubber,▁Gummi,17949,234041,0.2983,0.506
▁rules,▁Regeln,6364,124984,0.644,0.817
▁run,▁laufen,2060,100372,0.1414,0.3875
▁runs,▁läuft,10140,80329,0.2295,0.2607
▁safe,▁sicher,5985,31562,0.8477,0.4106
▁safety,▁Sicherheit,6514,53430,0.589,0.4146
▁said,▁sagte,1180,45570,0.7544,0.6436
▁salad,▁Salat,23216,156163,0.612,0.1252
▁salary,▁Gehalt,18463,225347,0.6436,0.6313
▁sale,▁Verkauf,5934,103986,0.4001,0.615
▁salt,▁Salz,9193,40422,0.9004,0.873
▁samples,▁Proben,9562,197003,0.292,0.635
▁satisfied,▁zufrieden,16202,96308,0.567,0.528
▁save,▁retten,5381,143054,0.03738,0.3535
▁saw,▁sah,4818,52230,0.3364,0.668
▁say,▁sagen,1931,38419,0.482,0.5117
▁says,▁sagt,2889,28300,0.665,0.637
▁scene,▁Szene,8089,166948,0.2734,0.899
▁school,▁Schule,2493,57231,0.656,0.893
▁schools,▁Schulen,7594,111995,0.526,0.762
▁science,▁Wissenschaft,8042,64048,0.3223,0.513
▁scientists,▁Wissenschaftler,21904,231585,0.4014,0.3833
▁screen,▁Bildschirm,5299,173354,0.1968,0.726
▁screw,▁Schra,27238,80270,0.852,0.0862
▁sea,▁Meer,4176,48735,0.4424,0.7676
▁seat,▁Sitz,10250,54458,0.4438,0.5796
▁secondary,▁Sekund,13752,224471,0.1572,0.2803
▁seconds,▁Sekunden,10102,131387,0.811,0.8984
▁secret,▁Geheimnis,7401,218053,0.3096,0.684
▁secretary,▁Sekret,23793,137833,0.872,0.3286
▁section,▁Sek,4337,24044,0.2396,0.2261
▁see,▁sehen,1443,28425,0.2142,0.58
▁seed,▁Saat,11006,67972,0.7197,0.4485
▁seem,▁scheinen,3307,165210,0.3633,0.3215
▁seems,▁scheint,4930,61605,0.423,0.6294
▁seen,▁gesehen,3624,67597,0.4148,0.639
▁select,▁auswählen,6616,139309,0.2275,0.5645
▁selected,▁ausgewählt,6410,118945,0.267,0.598
▁selection,▁Auswahl,8492,66020,0.723,0.438
▁send,▁senden,5527,122470,0.1917,0.649
▁seniors,▁Senioren,46836,162952,0.1466,0.3809
▁sense,▁Sinn,5229,61102,0.558,0.2886
▁sensitive,▁sensi,16955,17387,0.4653,0.292
▁sentence,▁Satz,13060,78450,0.7246,0.5303
▁separated,▁getrennt,19597,161398,0.6,0.3408
▁separation,▁Trennung,21811,186024,0.3452,0.5327
▁series,▁Serie,4100,38929,0.3315,0.6836
▁serious,▁ernst,6449,131485,0.1506,0.1694
▁serve,▁dienen,8106,83608,0.06433,0.4856
▁served,▁diente,9180,132042,0.09375,0.606
▁serves,▁dient,19179,86644,0.05634,0.1968
▁service,▁Dienst,2566,54496,0.4692,0.5073
▁set,▁setzen,1142,74049,0.05316,0.404
▁settings,▁Einstellungen,8791,101371,0.2642,0.6616
▁seven,▁sieben,6861,95777,0.845,0.9663
▁sexual,▁sexuelle,13103,209893,0.2389,0.835
▁shadow,▁Schatten,12425,112720,0.932,0.6626
▁she,▁sie,1284,4021,0.7065,0.2449
▁sheep,▁Scha,21304,16163,0.5366,0.10236
▁sheet,▁Blatt,11193,112812,0.2117,0.382
▁shift,▁Schicht,10205,173007,0.673,0.8643
▁ship,▁Schiff,7509,67036,0.786,0.7583
▁ships,▁Schiffe,16974,207759,0.549,0.7314
▁shoe,▁Schuh,22043,143143,0.3396,0.529
▁shoes,▁Schuhe,9378,191764,0.566,0.8613
▁shop,▁Laden,6920,81587,0.3342,0.535
▁short,▁kurz,3309,43848,0.7,0.5903
▁should,▁sollte,1412,27944,0.3032,0.7163
▁shoulder,▁Schulter,14999,180218,0.4243,0.7827
▁show,▁zeigen,1500,51604,0.447,0.6826
▁showed,▁zeigte,8588,112998,0.695,0.6143
▁shown,▁gezeigt,4699,107026,0.2537,0.4763
▁shows,▁zeigt,4918,41338,0.5127,0.697
▁sick,▁krank,11666,154728,0.745,0.8774
▁sign,▁Zeichen,2035,78678,0.1776,0.2402
▁silver,▁Silber,8343,78577,0.801,0.7344
▁similar,▁ähnlich,3968,103155,0.64,0.4937
▁simple,▁einfach,3890,20753,0.2595,0.4185
▁since,▁seit,2754,23417,0.8643,0.77
▁sir,▁Herr,11291,16701,0.5874,0.565
▁sister,▁Schwester,11000,143900,0.8057,0.9023
▁situations,▁Situationen,15212,200430,0.532,0.5215
▁six,▁sechs,4442,75406,0.875,0.962
▁size,▁Größe,2395,65724,0.6494,0.6865
▁sizes,▁Größen,14114,143754,0.4062,0.378
▁skills,▁Fähigkeiten,7841,151619,0.1008,0.4993
▁skin,▁Haut,5239,45618,0.8335,0.5293
▁sky,▁Himmel,8203,64471,0.4893,0.6157
▁slowly,▁langsam,13708,106873,0.73,0.622
▁small,▁klein,2301,28200,0.739,0.8384
▁smell,▁Geruch,19918,227965,0.3079,0.6396
▁smoke,▁Rauch,15627,129895,0.891,0.7505
▁smooth,▁glatt,9910,201596,0.7085,0.6743
▁snow,▁Schnee,8529,122237,0.9307,0.9136
▁social,▁sozial,3127,70608,0.406,0.7896
▁society,▁Gesellschaft,8059,52315,0.3438,0.505
▁soft,▁weich,4072,181530,0.3633,0.7534
▁sold,▁verkauft,7596,125001,0.378,0.777
▁soldiers,▁Soldaten,17431,133445,0.746,0.7856
▁solution,▁Lösung,4558,59432,0.6235,0.717
▁solutions,▁Lösungen,8319,111630,0.5737,0.6167
▁solve,▁lösen,11560,115318,0.3926,0.3757
▁solved,▁gelöst,23895,176828,0.3853,0.2996
▁somehow,▁irgendwie,21802,143430,0.2466,0.7227
▁someone,▁jemand,4630,63576,0.3374,0.5903
▁something,▁etwas,2775,19318,0.6685,0.62
▁sometimes,▁manchmal,6947,97391,0.2957,0.8057
▁somewhere,▁irgendwo,16379,187947,0.3962,0.6714
▁son,▁Sohn,2032,52221,0.861,0.9453
▁song,▁Lied,5169,83167,0.746,0.8564
▁songs,▁Lieder,12405,120223,0.7227,0.779
▁sons,▁Söhne,18084,182989,0.3713,0.796
▁soon,▁bald,4445,30595,0.7056,0.1243
▁soul,▁Seele,9420,67899,0.8105,0.7153
▁souls,▁Seelen,27380,147443,0.7544,0.8
▁sound,▁Laut,4835,63062,0.2576,0.3096
▁source,▁Quelle,4303,48308,0.771,0.6226
▁sources,▁Quellen,8269,95225,0.791,0.502
▁space,▁Raum,3641,46186,0.5127,0.3853
▁speak,▁sprechen,7289,78997,0.5737,0.541
▁speaker,▁Sprecher,18412,198373,0.4834,0.5195
▁speaks,▁spricht,24346,80471,0.5093,0.8154
▁special,▁besondere,3186,90293,0.07983,0.747
▁specific,▁spezif,3724,137759,0.3442,0.532
▁specifically,▁speziell,14076,144191,0.2412,0.32
▁spectrum,▁Spek,18303,140681,0.651,0.197
▁speed,▁Geschwindigkeit,4969,158493,0.5835,0.6753
▁spent,▁verbra,9040,180545,0.273,0.143
▁spirit,▁Geist,6914,62927,0.7437,0.511
▁spoken,▁gesprochen,22230,147422,0.4512,0.7793
▁sponsor,▁Spons,38464,114090,0.2544,0.4805
▁spring,▁Frühling,7921,185070,0.427,0.76
▁square,▁Quadrat,7800,135773,0.4644,0.799
▁stadium,▁Stadion,31759,104997,0.821,0.6494
▁stage,▁Bühne,6325,134342,0.02808,0.856
▁stainless,▁Edelstahl,21227,149177,0.07245,0.514
▁stands,▁steht,12353,27210,0.7134,0.6255
▁star,▁Stern,2343,38757,0.9395,0.8394
▁stars,▁Sterne,8995,114894,0.9224,0.557
▁starts,▁startet,11207,121930,0.2844,0.443
▁statement,▁Aussage,6218,165240,0.2128,0.7163
▁statements,▁Aussagen,13620,199981,0.1406,0.6284
▁station,▁Bahnhof,7148,117051,0.3862,0.4365
▁statistics,▁Statistik,15617,110370,0.5415,0.5664
▁stay,▁bleiben,4692,46371,0.2339,0.4292
▁steam,▁Damp,16044,82682,0.5063,0.3545
▁steel,▁Stahl,8212,71854,0.8667,0.5596
▁step,▁Schritt,4065,65555,0.5396,0.81
▁steps,▁Stufen,7161,197794,0.76,0.62
▁still,▁noch,2076,7210,0.635,0.5366
▁stolen,▁gesto,29368,71609,0.615,0.3672
▁stomach,▁Magen,22197,166630,0.4983,0.692
▁stone,▁Stein,9566,23836,0.7046,0.7344
▁stones,▁Steine,21069,187859,0.569,0.6914
▁stories,▁Geschichten,8965,147951,0.5347,0.708
▁storm,▁Sturm,14381,108040,0.5464,0.729
▁straight,▁gerade,7673,37305,0.4688,0.415
▁strategy,▁Strategie,9803,184781,0.712,0.719
▁street,▁Straße,7432,52721,0.297,0.534
▁strengthen,▁verstär,17823,123994,0.2079,0.2427
▁strict,▁streng,7724,5802,0.762,0.3677
▁strip,▁Streifen,21104,206124,0.3235,0.285
▁strong,▁stark,3779,28041,0.6025,0.4878
▁stronger,▁stärker,17766,127596,0.3345,0.7017
▁structure,▁Struktur,5449,99579,0.2042,0.639
▁structures,▁Strukturen,12225,207175,0.2123,0.6216
▁students,▁Studenten,3787,138618,0.438,0.7637
▁study,▁studi,3320,34956,0.501,0.6987
▁style,▁Stil,3411,62140,0.5674,0.783
▁substance,▁Substanz,16089,207813,0.1824,0.5923
▁subtle,▁subtil,29748,126347,0.3774,0.436
▁success,▁Erfolg,3361,57472,0.6675,0.837
▁successful,▁erfolgreich,8385,89809,0.759,0.437
▁suddenly,▁plötzlich,14518,139272,0.1969,0.848
▁sugar,▁Zucker,9347,53729,0.626,0.6665
▁suggestions,▁Vorschläge,15513,221214,0.3264,0.6343
▁sum,▁Summe,2707,157979,0.4136,0.5024
▁summary,▁Zusammenfassung,13367,185554,0.1646,0.5054
▁summer,▁Sommer,6186,39846,0.8306,0.768
▁sun,▁Sonne,4389,73348,0.586,0.6855
▁supply,▁Versorgung,7254,167580,0.0885,0.4026
▁support,▁Unterstützung,2676,70278,0.05035,0.736
▁supported,▁unterstützt,10005,83577,0.1713,0.3735
▁surface,▁Oberfläche,4955,118207,0.2098,0.771
▁surprise,▁Überras,14285,191032,0.2472,0.6836
▁surrounded,▁umgeben,22442,187381,0.4092,0.7334
▁sustainability,▁Nachhaltigkeit,33761,232359,0.6157,0.7427
▁sustainable,▁nachhal,19496,109786,0.4683,0.522
▁sweet,▁süß,7786,194738,0.3054,0.8994
▁sword,▁Schwert,18870,215317,0.3733,0.7104
▁sympathy,▁Symp,32779,27767,0.1145,0.0909
▁symptoms,▁Symptome,12447,167830,0.708,0.7397
▁systems,▁Systeme,5188,143232,0.748,0.4888
▁table,▁Tisch,3037,70583,0.516,0.692
▁take,▁nehmen,1987,42812,0.3406,0.6313
▁taken,▁genommen,3443,70979,0.1116,0.5938
▁takes,▁nimmt,5548,67871,0.287,0.559
▁tank,▁Panzer,9948,117912,0.327,0.595
▁task,▁Aufgabe,6911,75234,0.5024,0.5146
▁tasks,▁Aufgaben,13333,84637,0.2732,0.5283
▁taste,▁Geschmack,10122,105070,0.73,0.705
▁tax,▁Steuer,4093,62677,0.4226,0.7295
▁taxes,▁Steuern,15022,212436,0.2805,0.621
▁tea,▁Tee,1763,38820,0.9146,0.6567
▁teacher,▁Lehrer,9382,72199,0.763,0.874
▁technologies,▁Technologien,14363,159722,0.2223,0.442
▁technology,▁Technik,6178,80055,0.662,0.497
▁telescope,▁Teles,61577,68416,0.215,0.1367
▁television,▁Fernseh,15734,141703,0.2404,0.3997
▁temperature,▁Temperatur,5809,89744,0.844,0.7397
▁temperatures,▁Temperaturen,17187,175348,0.551,0.6084
