en,fr,en_tok,fr_tok,en_to_fr_prob,fr_to_en_prob
▁laundry,▁linge,33606,149561,0.2,0.4805
▁law,▁loi,2912,39126,0.3237,0.944
▁laws,▁lois,9965,58838,0.589,0.849
▁lawyer,▁avocat,21255,145155,0.614,0.9243
▁lead,▁plomb,2389,161629,0.6963,0.8203
▁leaf,▁feuille,12325,87091,0.8413,0.677
▁league,▁ligue,15296,170193,0.08203,0.855
▁learned,▁appris,9710,117216,0.3003,0.2695
▁leaves,▁feuilles,7907,66967,0.713,0.8574
▁legal,▁légal,7035,166355,0.265,0.755
▁legend,▁légende,14819,149861,0.2698,0.8105
▁legitimate,▁légitime,33957,215776,0.612,0.475
▁legs,▁jambes,13713,141884,0.875,0.89
▁leisure,▁loisirs,33335,122148,0.2147,0.3892
▁lemon,▁citron,20799,71356,0.51,0.5625
▁length,▁longueur,4191,74594,0.4622,0.8384
▁less,▁moins,2644,15006,0.8574,0.8076
▁letter,▁lettre,6139,56448,0.656,0.9233
▁letters,▁lettres,11187,65982,0.7505,0.899
▁level,▁niveau,2403,27886,0.4595,0.757
▁levels,▁niveaux,5902,91456,0.5986,0.686
▁liberal,▁libéral,23624,226167,0.6807,0.4463
▁library,▁bibliothèque,9581,105621,0.5376,0.9014
▁license,▁licence,13371,33647,0.2798,0.5347
▁licenses,▁licences,45689,92780,0.2267,0.4214
▁lid,▁couvercle,23729,168069,0.1019,0.672
▁life,▁vie,1913,7753,0.848,0.928
▁light,▁lumière,2611,45777,0.08795,0.935
▁lights,▁lumières,11540,158954,0.1575,0.595
▁like,▁comme,1154,7077,0.6006,0.5312
▁limit,▁limite,4089,53700,0.673,0.5654
▁limited,▁limité,6929,185194,0.5625,0.716
▁limits,▁limites,13121,80366,0.4485,0.3516
▁line,▁ligne,2017,18035,0.56,0.7695
▁lines,▁lignes,5453,70244,0.501,0.8726
▁link,▁lien,3615,30704,0.6626,0.624
▁linked,▁lié,14952,141367,0.281,0.2323
▁links,▁liens,8556,68101,0.4917,0.674
▁liquid,▁liquide,10177,87331,0.653,0.906
▁list,▁liste,1889,32165,0.7236,0.883
▁lists,▁listes,17244,183521,0.4336,0.767
▁literary,▁littéraire,25403,150095,0.4944,0.69
▁literature,▁littérature,12339,90597,0.349,0.909
▁liver,▁foie,19967,132552,0.976,0.7705
▁loaded,▁chargé,14491,102191,0.5405,0.1777
▁located,▁situé,7023,59436,0.3203,0.4395
▁logic,▁logique,14855,129074,0.7944,0.7705
▁logistics,▁logistique,42322,215232,0.6694,0.7285
▁loop,▁boucle,10273,134441,0.2527,0.7227
▁loops,▁boucles,40719,187448,0.1967,0.3552
▁lord,▁seigneur,22361,141165,0.7056,0.8584
▁loss,▁perte,4783,79396,0.764,0.853
▁losses,▁pertes,18251,186208,0.525,0.71
▁lost,▁perdu,5501,55552,0.7065,0.847
▁love,▁amour,2182,53569,0.766,0.9546
▁loved,▁aimé,8829,121603,0.2366,0.4097
▁lover,▁amoureux,27643,122918,0.2563,0.5933
▁loves,▁aime,16147,62027,0.9243,0.4807
▁low,▁bas,3178,2572,0.752,0.3635
▁luxury,▁luxe,18799,51334,0.5176,0.686
▁madness,▁folie,57575,121886,0.6943,0.4875
▁magic,▁magique,11908,135214,0.3396,0.682
▁magnetic,▁magnétique,16472,204359,0.6885,0.829
▁mail,▁courrier,11313,150757,0.1779,0.2333
▁mainly,▁principalement,13791,95520,0.2247,0.4746
▁maker,▁fabricant,27493,145510,0.1653,0.389
▁man,▁homme,916,16830,0.706,0.8984
▁management,▁gestion,4815,29331,0.3157,0.6763
▁mandate,▁mandat,43900,79343,0.825,0.4888
▁manual,▁manuel,9804,74423,0.7256,0.7017
▁map,▁carte,4403,20134,0.808,0.8003
▁maps,▁cartes,14503,58866,0.601,0.545
▁marble,▁marbre,29115,141885,0.607,0.713
▁marijuana,▁cannabis,43112,37351,0.2108,0.3525
▁mark,▁marque,2110,38684,0.6523,0.4214
▁marked,▁marqué,10705,131739,0.4602,0.8066
▁market,▁marché,3952,38717,0.608,0.92
▁markets,▁marchés,13037,119577,0.3064,0.7793
▁marriage,▁mariage,12501,40262,0.551,0.7236
▁married,▁marié,10376,232326,0.6333,0.8354
▁mask,▁masque,8945,69139,0.7695,0.8613
▁mass,▁messe,5182,143456,0.4233,0.712
▁master,▁maître,7443,73777,0.4858,0.8535
▁mathematics,▁mathématiques,26814,195135,0.334,0.559
▁matrix,▁matrice,9077,173493,0.7837,0.697
▁mayor,▁maire,10439,100049,0.527,0.889
▁me,▁moi,682,19653,0.7227,0.558
▁meal,▁repas,13805,68125,0.641,0.4143
▁means,▁signifie,3454,72828,0.3188,0.81
▁measure,▁mesure,4015,33948,0.3674,0.5986
▁measures,▁mesures,8292,59563,0.429,0.4548
▁meat,▁viande,11827,102559,0.597,0.938
▁mechanical,▁mécanique,16801,127871,0.6323,0.3289
▁mechanism,▁mécanisme,15613,194608,0.2268,0.417
▁medal,▁médaille,27545,191345,0.5156,0.831
▁media,▁média,4562,74262,0.1307,0.7896
▁medical,▁médical,6910,112024,0.4058,0.7905
▁medicine,▁médicament,15300,220472,0.1771,0.6875
▁medicines,▁médicaments,45923,149408,0.384,0.372
▁meeting,▁réunion,5961,87322,0.2472,0.722
▁member,▁membre,4757,55875,0.8022,0.9146
▁members,▁membres,3778,40409,0.818,0.814
▁memories,▁souvenirs,18625,75884,0.8438,0.4133
▁memory,▁souvenir,6884,59656,0.668,0.3845
▁men,▁hommes,1359,30691,0.7163,0.8174
▁metal,▁métal,5998,48609,0.4084,0.899
▁meters,▁mètres,18678,63625,0.5996,0.5327
▁method,▁méthode,2370,66292,0.3362,0.856
▁methods,▁méthodes,5358,100511,0.4795,0.776
▁middle,▁milieu,7185,39110,0.334,0.681
▁military,▁militaire,8403,63293,0.7266,0.63
▁milk,▁lait,9512,54605,0.924,0.9624
▁mill,▁moulin,10483,139548,0.5874,0.904
▁minister,▁ministre,14364,51302,0.858,0.8228
▁ministers,▁ministres,36926,161314,0.555,0.8135
▁ministry,▁ministère,26952,85986,0.4038,0.78
▁mint,▁menthe,22973,216892,0.441,0.94
▁mirror,▁miroir,15978,117727,0.84,0.9316
▁mixed,▁mixte,10616,146498,0.4426,0.7485
▁mixture,▁mélange,14531,76917,0.7925,0.541
▁mobility,▁mobilité,29417,173803,0.524,0.582
▁model,▁modèle,2091,37741,0.684,0.8145
▁models,▁modèles,5377,62192,0.458,0.7207
▁modern,▁moderne,5354,35271,0.4966,0.8066
▁modified,▁modifié,15480,199128,0.564,0.501
▁modify,▁modifier,18567,18633,0.91,0.3748
▁money,▁argent,3370,23530,0.862,0.826
▁monkey,▁singe,35918,224636,0.8833,0.8096
▁monster,▁monstre,20730,226806,0.636,0.909
▁month,▁mois,2514,21529,0.9165,0.8955
▁mood,▁humeur,18068,199848,0.198,0.8247
▁moon,▁lune,11883,62459,0.8623,0.9214
▁more,▁plus,978,2755,0.7007,0.598
▁morning,▁matin,5764,47365,0.895,0.9126
▁mother,▁mère,5290,46413,0.775,0.8765
▁mothers,▁mères,28219,222071,0.3838,0.768
▁motorcycle,▁moto,33743,16385,0.6494,0.4739
▁motorcycles,▁motos,83699,87163,0.388,0.3953
▁mountain,▁montagne,8180,66516,0.683,0.8643
▁mountains,▁montagnes,17200,114034,0.4053,0.8647
▁mounted,▁monté,22151,193638,0.6865,0.3865
▁mouse,▁souris,11937,117900,0.516,0.602
▁mouth,▁bouche,9615,85260,0.1936,0.936
▁movement,▁mouvement,8069,52357,0.6143,0.702
▁movements,▁mouvements,18812,112767,0.5776,0.713
▁much,▁beaucoup,1683,20698,0.73,0.3855
▁murder,▁meur,12615,144447,0.3494,0.1652
▁museum,▁musée,18862,74817,0.8584,0.941
▁museums,▁musées,52054,199896,0.8003,0.865
▁music,▁musique,4296,37396,0.805,0.948
▁musicians,▁musiciens,38092,216806,0.4192,0.873
▁must,▁doit,2004,21392,0.3997,0.6074
▁my,▁mon,970,1477,0.5303,0.592
▁mysterious,▁mystérie,34118,192688,0.392,0.6357
▁mystery,▁mystère,25418,191187,0.593,0.8833
▁nail,▁clou,23393,44193,0.1316,0.662
▁name,▁nom,1503,5389,0.7676,0.771
▁named,▁nommé,8602,92142,0.4382,0.824
▁names,▁noms,4752,76634,0.632,0.828
▁narrow,▁étro,13004,108236,0.4958,0.7686
▁natural,▁naturel,4158,46460,0.7817,0.658
▁naturally,▁naturellement,17256,140960,0.4963,0.849
▁navigate,▁navig,31201,28898,0.4082,0.1214
▁navigator,▁navigateur,90209,84607,0.3782,0.5312
▁near,▁près,3018,27666,0.4307,0.734
▁necessarily,▁nécessairement,15917,191457,0.1442,0.4602
▁necessary,▁nécessaire,4647,40042,0.5225,0.708
▁necklace,▁collier,24905,117508,0.7275,0.504
▁need,▁besoin,1476,28042,0.2241,0.821
▁needle,▁aigu,28767,113285,0.8984,0.0919
▁negative,▁nég,8322,62208,0.167,0.05508
▁negotiations,▁négociations,30566,221271,0.1483,0.707
▁neighbor,▁voisin,11874,131718,0.636,0.526
▁neighbors,▁voisins,27574,155027,0.725,0.537
▁nest,▁nid,22950,90796,0.688,0.9087
▁net,▁filet,3117,118038,0.0836,0.4207
▁network,▁réseau,6011,51335,0.519,0.7817
▁networks,▁réseaux,16273,69062,0.628,0.689
▁neutral,▁neutre,17120,195475,0.7764,0.503
▁never,▁jamais,2447,21797,0.7876,0.825
▁new,▁nouveau,888,22243,0.861,0.5005
▁newspapers,▁journaux,33496,179649,0.533,0.545
▁night,▁nuit,3354,30687,0.958,0.968
▁nights,▁nuits,21308,173244,0.8555,0.8857
▁nine,▁neuf,9981,58996,0.94,0.5586
▁no,▁non,793,2173,0.3098,0.659
▁noise,▁bruit,11277,87696,0.7456,0.7437
▁none,▁aucun,8031,37878,0.1665,0.618
▁noon,▁midi,30532,35450,0.924,0.6016
▁normally,▁normalement,16342,166333,0.4504,0.7056
▁north,▁nord,7923,21541,0.801,0.8857
▁nose,▁nez,16482,52248,0.92,0.843
▁not,▁pas,780,1806,0.7373,0.4226
▁notebook,▁cahier,31916,208018,0.468,0.348
▁nothing,▁rien,4285,23540,0.8145,0.8794
▁now,▁maintenant,1490,32716,0.6807,0.933
▁nuclear,▁nucléaire,14746,218667,0.8247,0.8833
▁number,▁nombre,1758,9349,0.7764,0.6777
▁numbers,▁nombres,5968,57153,0.8154,0.7944
▁nuts,▁noix,22606,128207,0.504,0.434
▁oak,▁chêne,24230,155440,0.6973,0.7925
▁object,▁objet,4018,77336,0.6997,0.5884
▁obvious,▁évident,8609,175739,0.3916,0.591
▁occupied,▁occupé,22022,192467,0.786,0.7695
▁ocean,▁océ,13940,93843,0.652,0.5454
▁of,▁de,576,581,0.589,0.5903
▁offered,▁offert,9336,111625,0.4553,0.2883
▁office,▁bureau,4844,23767,0.817,0.534
▁officer,▁officier,11053,195126,0.6016,0.8325
▁officers,▁officiers,10971,184333,0.4536,0.8677
▁offices,▁bureaux,17759,130500,0.2035,0.5166
▁official,▁officiel,5613,45011,0.2803,0.812
▁officially,▁officiellement,26184,203573,0.796,0.7734
▁officials,▁officiels,11730,231796,0.07104,0.3518
▁often,▁souvent,3695,31961,0.722,0.899
▁oil,▁huile,4684,81703,0.8633,0.9336
▁oils,▁huiles,29536,217159,0.5557,0.5566
▁old,▁vieux,2187,64374,0.5625,0.748
▁one,▁un,974,748,0.7666,0.855
▁onion,▁oignon,28638,206855,0.643,0.84
▁open,▁ouvert,2174,66402,0.6772,0.582
▁opening,▁ouverture,8816,125072,0.2333,0.693
▁opens,▁ouvre,20008,146991,0.5093,0.693
▁operation,▁opération,6791,95172,0.654,0.874
▁operations,▁opérations,8582,102386,0.6626,0.781
▁operator,▁opérateur,11694,173328,0.637,0.735
▁operators,▁opérateurs,19468,157301,0.5024,0.731
▁optics,▁optique,71917,169123,0.3203,0.3022
▁optimization,▁optimisation,29420,121036,0.825,0.6846
▁or,▁ou,689,2595,0.7363,0.5566
▁orchestra,▁orche,49428,60455,0.545,0.4944
▁order,▁ordre,2184,71966,0.8926,0.814
▁orders,▁ordres,10840,136535,0.5044,0.7197
▁ordinary,▁ordinaire,14814,130271,0.3606,0.4675
▁organ,▁org,2359,2401,0.305,0.0928
▁organization,▁organisation,8344,21309,0.548,0.469
▁organizations,▁organisations,12140,27199,0.588,0.4116
▁organized,▁organisé,16010,137491,0.498,0.6465
▁orgasm,▁orgas,199669,215101,0.2869,0.441
▁origin,▁origine,5467,65770,0.4666,0.7656
▁origins,▁origines,40239,169442,0.2257,0.6064
▁other,▁autre,1156,19567,0.7744,0.7285
▁others,▁autres,3588,14609,0.528,0.4998
▁otherwise,▁autrement,8481,136584,0.3196,0.515
▁our,▁notre,1167,11358,0.4915,0.785
▁oval,▁ovale,30716,163743,0.5713,0.7812
▁owner,▁propriétaire,8482,61442,0.2617,0.539
▁owns,▁possède,33241,83043,0.609,0.5977
▁oxygen,▁oxy,16175,67067,0.7227,0.4595
▁package,▁paquet,9262,145639,0.4883,0.3577
▁paid,▁payé,6838,194269,0.674,0.81
▁painter,▁peintre,38942,120104,0.7026,0.8433
▁painting,▁peinture,11825,56773,0.2168,0.668
▁paintings,▁tableaux,26856,122888,0.4766,0.363
▁palace,▁palais,27627,92075,0.3452,0.8086
▁palm,▁palme,24789,186510,0.3708,0.871
▁paper,▁papier,4368,33119,0.598,0.8867
▁papers,▁papiers,14219,197639,0.07916,0.7646
▁paradise,▁paradis,42421,139730,0.831,0.7583
▁paragraph,▁paragraphe,16957,220834,0.3267,0.875
▁parallel,▁parallèle,14255,186175,0.7305,0.8584
▁parameters,▁paramètres,7949,89492,0.7764,0.5864
▁parish,▁paroisse,36929,226758,0.1846,0.798
▁park,▁parc,7441,27697,0.694,0.8784
▁parking,▁stationnement,12175,232829,0.2323,0.8477
▁parks,▁parcs,27754,221034,0.688,0.81
▁parliament,▁parlement,28191,191488,0.3298,0.6016
▁part,▁partie,1702,19894,0.4495,0.7153
▁partially,▁partiellement,26711,175259,0.6035,0.4475
▁particles,▁particules,16071,222270,0.4495,0.618
▁partner,▁partenaire,9670,133752,0.4617,0.88
▁partners,▁partenaires,8787,81989,0.1375,0.809
▁pass,▁passer,2307,31304,0.5273,0.4092
▁passengers,▁passagers,25443,196356,0.471,0.81
▁past,▁passé,3433,45207,0.4211,0.5884
▁pasta,▁pâtes,22512,202277,0.209,0.506
▁pastor,▁pasteur,36428,226645,0.462,0.4321
▁paths,▁chemins,20666,144996,0.755,0.407
▁pattern,▁motif,6883,30147,0.2401,0.374
▁payment,▁paiement,7984,49435,0.1603,0.831
▁peace,▁paix,7124,51289,0.509,0.96
▁pearl,▁perle,36318,116994,0.3113,0.829
▁peas,▁pois,35242,34759,0.826,0.3584
▁people,▁gens,1461,30414,0.714,0.8228
▁peoples,▁peuples,29691,111222,0.5117,0.3616
▁pepper,▁poivre,17682,113722,0.7935,0.8555
▁percentage,▁pourcentage,12070,113746,0.628,0.489
▁perfect,▁parfait,4434,65989,0.787,0.7144
▁perfectly,▁parfaitement,13596,79224,0.61,0.4731
▁perfume,▁parfum,35159,39154,0.558,0.5464
▁period,▁période,4037,49622,0.3774,0.7188
▁periods,▁périodes,16049,193579,0.2983,0.517
▁peripheral,▁périph,45197,158948,0.7627,0.172
▁person,▁personne,1552,30731,0.6626,0.734
▁pharmacy,▁pharmacie,53664,215022,0.811,0.849
▁phenomenon,▁phénomène,27171,139007,0.4124,0.702
▁philosophy,▁philosophie,19754,113373,0.4124,0.8706
▁photographer,▁photographe,36485,173970,0.558,0.876
▁physical,▁physique,6915,52769,0.868,0.4502
▁physiology,▁physio,68916,29196,0.7583,0.0965
▁pig,▁porc,12806,143583,0.6025,0.7705
▁pilot,▁pilote,18576,123491,0.6523,0.862
▁pine,▁pin,23780,6644,0.489,0.5356
▁placed,▁placé,7765,126873,0.1531,0.4478
▁places,▁lieux,6853,61358,0.2457,0.6885
▁plain,▁plaine,7528,192783,0.2588,0.7983
▁plane,▁avion,10599,72131,0.635,0.463
▁planes,▁avions,25557,125690,0.7324,0.3555
▁planned,▁prévu,14196,110070,0.264,0.4634
▁plants,▁plantes,7652,69236,0.3547,0.8657
▁plastic,▁plastique,9975,70150,0.852,0.902
▁plate,▁plat,8811,5143,0.1368,0.5527
▁plates,▁plats,17144,52196,0.4036,0.5015
▁play,▁jouer,1554,54930,0.8315,0.5117
▁player,▁joueur,5398,70266,0.588,0.849
▁players,▁joueurs,6640,67523,0.799,0.8164
▁plays,▁joue,12258,78224,0.7803,0.612
▁pleasant,▁agréable,20904,67925,0.451,0.4895
▁pleasure,▁plaisir,15241,50936,0.566,0.719
▁pocket,▁poche,16380,72644,0.673,0.5806
▁poet,▁poète,12600,140442,0.718,0.9546
▁poetry,▁poésie,21181,134456,0.3474,0.858
▁polar,▁polaire,16573,212916,0.851,0.473
▁politics,▁politique,16127,26592,0.755,0.6587
▁pool,▁piscine,8719,63737,0.1252,0.5894
▁poor,▁pauvre,6528,120314,0.9575,0.9272
▁pope,▁pape,74637,100853,0.6943,0.771
▁popular,▁populaire,5876,78932,0.532,0.4636
▁porcelain,▁porcelaine,56746,183977,0.2517,0.48
▁positive,▁positif,6222,67032,0.8174,0.7617
▁possibilities,▁possibilités,23166,98719,0.5117,0.649
▁possibility,▁possibilité,13879,74221,0.502,0.7754
▁post,▁poste,2053,50018,0.815,0.6597
▁poster,▁affiche,7316,95783,0.2986,0.5376
▁posts,▁postes,10776,128163,0.362,0.4414
▁potential,▁potentiel,5736,139696,0.4402,0.703
▁poverty,▁pauvreté,21841,208030,0.3125,0.8477
▁powder,▁poudre,13196,91423,0.87,0.85
▁power,▁puissance,2384,57373,0.3179,0.8506
▁powerful,▁puissant,10276,123863,0.595,0.594
▁powers,▁pouvoirs,13304,153062,0.4712,0.717
▁practice,▁pratique,6016,43909,0.08795,0.513
▁precious,▁précieux,24966,142859,0.716,0.6567
▁precise,▁précis,14927,56297,0.7065,0.4011
▁precision,▁précision,21342,104604,0.4663,0.4758
▁preference,▁préférence,25768,188672,0.4773,0.8423
▁preferences,▁préférences,22733,54312,0.3584,0.711
▁prefers,▁préfère,69690,198199,0.635,0.599
▁pregnancy,▁grossesse,22310,138647,0.651,0.899
▁preparation,▁préparation,12988,87990,0.513,0.699
▁prepare,▁préparer,12523,100725,0.47,0.5522
▁prepared,▁préparé,8598,200792,0.5913,0.4844
▁preparing,▁prépar,20553,53076,0.3977,0.3508
▁presence,▁présence,8566,57094,0.3691,0.8276
▁present,▁présent,2835,28488,0.3264,0.5996
▁presentation,▁présentation,14446,93830,0.507,0.6934
▁presented,▁présenté,7659,109982,0.5273,0.557
▁presenting,▁présentant,33478,198251,0.1337,0.4146
▁president,▁président,9456,43205,0.6963,0.844
▁press,▁presse,3379,43836,0.517,0.7393
▁pressure,▁pression,5601,59064,0.575,0.749
▁pretty,▁joli,4786,112622,0.4204,0.4216
▁previous,▁précédent,4509,122430,0.3826,0.661
▁price,▁prix,3712,17581,0.8457,0.9
▁priest,▁prêtre,27708,189708,0.4165,0.952
▁primary,▁primaire,7920,147643,0.742,0.7896
▁princess,▁princesse,28610,127296,0.762,0.8696
▁principle,▁principe,12854,54885,0.3386,0.7954
▁principles,▁principes,12555,87995,0.6714,0.7905
▁printed,▁imprimé,12624,90529,0.916,0.79
▁prisoners,▁prisonniers,33375,230429,0.3894,0.82
▁private,▁privé,4765,81052,0.7114,0.869
▁privilege,▁privil,30217,87531,0.2942,0.3774
▁probably,▁probablement,4485,92137,0.3477,0.7466
▁problem,▁problème,3210,33452,0.557,0.8555
▁problems,▁problèmes,4552,51426,0.5513,0.829
▁procedure,▁procédure,10286,108914,0.1357,0.7593
▁procedures,▁procédures,12410,192565,0.1124,0.7104
▁process,▁processus,2185,46288,0.4702,0.8706
▁produce,▁produire,7872,105239,0.6323,0.504
▁producer,▁producteur,21709,197612,0.4937,0.711
▁product,▁produit,3225,17357,0.6924,0.6826
▁productive,▁producti,27519,63870,0.2489,0.4583
▁products,▁produits,3773,22353,0.6973,0.711
▁professional,▁professionnel,6790,62010,0.5596,0.732
▁professionals,▁professionnels,19097,67717,0.4312,0.6406
▁profile,▁profil,8959,42104,0.4053,0.6313
▁program,▁programme,2733,12661,0.7163,0.5034
▁programming,▁programmation,19991,190163,0.612,0.8086
▁programs,▁programmes,7658,24964,0.689,0.4663
▁progress,▁progrès,7695,105069,0.644,0.758
▁project,▁projet,3542,26348,0.7783,0.897
▁projects,▁projets,7340,34658,0.5435,0.759
▁promise,▁promesse,14517,185968,0.56,0.8877
▁promoted,▁promu,33693,161683,0.7993,0.6963
▁proof,▁preuve,9102,88048,0.1616,0.7183
▁properties,▁propriétés,6945,103508,0.3323,0.6147
▁prophet,▁proph,53791,155548,0.516,0.5254
▁proposed,▁proposé,8725,126232,0.6567,0.5996
▁protect,▁protéger,9051,65081,0.678,0.48
▁protected,▁protégé,14582,175340,0.486,0.76
▁proteins,▁protéines,20361,207352,0.4016,0.771
▁protocol,▁protocole,14865,218605,0.3408,0.7534
▁proud,▁fier,11782,22586,0.3848,0.654
▁provided,▁fourni,4646,123742,0.2296,0.3816
▁psychology,▁psychologie,33154,202551,0.632,0.8193
▁published,▁publié,7018,69393,0.652,0.8354
▁pulse,▁puls,22787,57873,0.1537,0.4763
▁pump,▁pompe,10085,95703,0.3525,0.4143
▁purchase,▁achat,8210,76198,0.607,0.4175
▁pure,▁pur,8336,2253,0.4019,0.69
▁pursuit,▁poursuite,36936,217947,0.254,0.4333
▁qualified,▁qualifié,19767,222318,0.341,0.5234
▁qualities,▁qualités,24075,126235,0.7783,0.737
▁quality,▁qualité,3614,23704,0.7476,0.904
▁quantities,▁quantités,22936,212595,0.5654,0.63
▁quantity,▁quantité,12471,69315,0.7974,0.605
▁quarter,▁quartier,9453,63757,0.631,0.379
▁queen,▁reine,19295,74684,0.8457,0.87
▁quest,▁quête,18599,177860,0.2467,0.705
▁quickly,▁rapidement,7290,52586,0.262,0.7983
▁quote,▁citation,14232,54862,0.1523,0.4739
▁quotes,▁citations,11442,42587,0.0921,0.468
▁rabbit,▁lapin,30358,145693,0.3123,0.885
▁radius,▁rayon,16316,73603,0.887,0.2856
▁rain,▁pluie,8980,100979,0.754,0.9585
▁raised,▁élevé,9244,86925,0.0842,0.699
▁rank,▁rang,8878,27644,0.5737,0.5415
▁rape,▁viol,39688,6916,0.478,0.1462
▁rapids,▁rapides,160474,158180,0.3154,0.806
▁rarely,▁rarement,21159,176509,0.523,0.5405
▁rate,▁taux,3974,63540,0.2379,0.7915
▁rather,▁plutôt,4644,43795,0.3801,0.7896
▁rays,▁rayons,30857,151903,0.593,0.8804
▁reaction,▁réaction,9541,133206,0.666,0.85
▁reactions,▁réactions,18091,201525,0.2788,0.802
▁read,▁lire,1682,34694,0.8027,0.5767
▁reader,▁lecteur,11554,115455,0.737,0.892
▁readers,▁lecteurs,17432,159863,0.576,0.877
▁ready,▁prêt,5628,69519,0.5938,0.3835
▁realistic,▁réaliste,22527,225187,0.3306,0.371
▁reality,▁réalité,10546,72190,0.2815,0.8125
▁really,▁vraiment,2277,37781,0.635,0.813
▁reason,▁raison,3519,27330,0.3645,0.865
▁reasonable,▁raisonnable,12232,179195,0.333,0.564
▁reasons,▁raisons,8121,79799,0.4324,0.8574
▁receive,▁recevoir,6427,65492,0.906,0.4585
▁receives,▁reçoit,26975,127414,0.673,0.789
▁recently,▁récemment,7378,111248,0.1952,0.8047
▁recipe,▁recette,14758,80817,0.6367,0.9175
▁recipes,▁recettes,24778,107219,0.787,0.8115
▁recognition,▁reconnaissance,16398,75677,0.781,0.4343
▁recognize,▁reconna,17917,41303,0.3655,0.2443
▁recognized,▁reconnu,14712,130300,0.5146,0.436
▁recommend,▁recommand,5656,43922,0.2421,0.624
▁recommendations,▁recommandations,15897,150078,0.2368,0.705
▁recommended,▁recommandé,10064,127232,0.675,0.691
▁recommends,▁recommande,42767,80659,0.8125,0.5137
▁recruit,▁recru,20612,34695,0.5786,0.6626
▁recruitment,▁recrutement,38724,211592,0.585,0.676
▁red,▁rouge,3118,20826,0.896,0.918
▁reduce,▁réduire,8339,88694,0.494,0.4844
▁reduced,▁réduit,9673,112032,0.4907,0.444
▁reduction,▁réduction,12025,99335,0.5083,0.706
▁reference,▁référence,6203,66891,0.3213,0.751
▁references,▁références,17712,28073,0.34,0.6626
▁refined,▁raffin,40598,116244,0.4346,0.10443
▁reflect,▁réflé,10398,111886,0.421,0.0916
▁refugee,▁réfugi,66088,184365,0.485,0.6997
▁refugees,▁réfugiés,41597,219773,0.4365,0.852
▁refund,▁remboursement,19745,130787,0.1835,0.2961
▁region,▁région,5612,33927,0.2489,0.8623
▁regions,▁régions,12955,93890,0.8315,0.839
▁register,▁registre,7339,153246,0.3782,0.4302
▁registered,▁enregistré,14198,178997,0.52,0.4553
▁regular,▁régulier,5748,219774,0.391,0.8525
▁regularly,▁régulièrement,16969,104330,0.1743,0.743
▁regulation,▁règlement,19084,146219,0.1853,0.3057
▁reject,▁rej,21749,63766,0.3408,0.1825
▁relatively,▁relativement,11873,136842,0.1942,0.4346
▁relevant,▁pertinent,9666,53019,0.4226,0.1958
▁reliability,▁fiabilité,28438,117825,0.5815,0.2668
▁reliable,▁fiable,16455,134493,0.1805,0.5635
▁religious,▁religieux,11527,119101,0.7417,0.5444
▁remaining,▁restant,11548,156825,0.3928,0.624
▁remains,▁restes,9168,235158,0.4702,0.4792
▁remark,▁remarque,12458,160746,0.2477,0.4302
▁remarkable,▁remarquable,22270,148275,0.5513,0.456
▁reminder,▁rappel,31285,89220,0.5913,0.571
▁renew,▁renouvel,14290,97832,0.238,0.3608
▁repair,▁réparer,12158,171518,0.2993,0.4712
▁repeat,▁répé,17399,115742,0.2593,0.2712
▁replace,▁remplacer,7919,117973,0.503,0.6323
▁replaced,▁remplacé,14221,190120,0.5933,0.787
▁replacement,▁remplacement,15740,138188,0.2817,0.71
▁report,▁rapport,3484,25561,0.527,0.724
▁representation,▁représentation,15055,142772,0.5527,0.4746
▁representative,▁représentant,17101,92005,0.559,0.76
▁representatives,▁représentants,21579,154279,0.5034,0.797
▁represented,▁représenté,12754,209663,0.4749,0.475
▁represents,▁représente,12786,90361,0.714,0.714
▁reproduce,▁reprodu,41365,13163,0.4243,0.4875
▁republic,▁république,30890,182658,0.3718,0.7666
▁reputation,▁réputation,21260,171434,0.343,0.837
▁request,▁demande,3853,28355,0.7295,0.4255
▁requirements,▁exigences,7493,134674,0.3005,0.4434
▁researchers,▁chercheurs,20010,166136,0.534,0.2494
▁reservation,▁réservation,36191,77257,0.6587,0.7065
▁reserve,▁réserve,20702,99055,0.2334,0.819
▁reserved,▁réservé,11420,194368,0.6265,0.8506
▁reservoir,▁réservoir,38920,165762,0.3137,0.684
▁resistance,▁résistance,10942,85254,0.7344,0.835
▁resolution,▁résolution,11879,117312,0.42,0.691
▁resource,▁ressource,6537,213586,0.648,0.7173
▁resources,▁ressources,6336,69543,0.595,0.862
▁responsibility,▁responsabilité,11752,83908,0.288,0.6885
▁responsible,▁responsable,9546,41112,0.8467,0.581
▁rest,▁repos,2066,55824,0.546,0.8643
▁restricted,▁restre,24262,217749,0.2913,0.1884
▁result,▁résultat,2196,39778,0.684,0.8647
▁results,▁résultats,3190,47332,0.561,0.8804
▁retirement,▁retraite,22531,103485,0.766,0.3982
▁return,▁retour,2203,26315,0.6777,0.7124
▁returns,▁revient,8753,111535,0.5205,0.5366
▁revealed,▁révélé,12570,205587,0.622,0.608
▁reveals,▁révèle,26029,174972,0.2024,0.542
▁revenge,▁vengeance,40170,68386,0.4204,0.4084
▁revolution,▁révolution,15693,87358,0.4438,0.934
▁reward,▁récompense,16975,219027,0.51,0.8105
▁rewards,▁récompenses,28764,228824,0.3467,0.4697
